,PVMATH,PVREAD,PVSCIE,PVMCCR,PVMCQN,PVMCSS,PVMCUD,PVMPEM,PVMPFS,PVMPIN,PVMPRE
2239,4,4,4,4,4,4,4,4,4,4,4
2240,4,3,4,4,4,4,4,4,4,4,4
2241,1,2,2,2,2,2,2,2,2,2,2
2242,2,2,1,2,2,2,1,1,2,2,2
2243,2,2,2,2,2,2,2,2,3,2,2
2244,1,1,1,1,1,1,1,1,1,1,1
2245,3,3,3,3,3,2,3,3,3,3,3
2246,2,3,3,3,2,3,2,2,2,2,3
2247,4,4,4,4,4,4,4,4,4,4,4
2248,1,1,1,1,1,1,1,1,1,1,1
2249,2,3,3,2,3,2,3,2,3,2,2
2250,3,2,4,3,3,2,3,3,3,3,3
2251,3,3,4,3,3,3,3,3,4,3,3
2252,2,2,2,2,2,2,2,2,1,1,2
2253,4,4,4,4,4,4,4,4,4,4,4
2254,2,2,1,1,2,2,2,2,2,2,1
2255,1,1,3,1,1,2,1,1,1,1,2
2256,1,2,2,1,1,1,1,1,1,1,1
2257,2,3,2,3,3,3,3,2,3,2,3
2258,1,1,1,1,1,1,1,1,1,1,1
2259,4,3,3,4,4,4,3,3,3,3,4
2260,4,4,4,4,4,4,4,4,4,4,4
2261,1,1,2,2,2,1,1,1,1,2,1
2262,1,1,1,1,1,1,1,1,1,1,1
2263,2,2,2,2,3,2,1,2,2,2,2
2264,2,2,2,2,2,2,2,2,2,2,2
2265,3,3,2,3,3,3,2,3,3,3,3
2266,2,2,2,2,2,2,2,2,2,2,2
2267,2,2,2,2,2,2,2,2,2,2,2
2268,3,4,4,3,3,4,3,3,3,3,3
2269,3,2,3,3,3,3,3,3,3,3,3
2270,4,4,4,4,4,4,4,4,4,4,4
2271,1,1,1,1,1,1,1,1,1,1,1
2272,3,3,4,4,3,4,3,3,4,4,3
2273,1,1,1,1,1,1,1,1,1,1,1
2274,3,3,3,3,3,2,2,2,2,3,3
2275,3,1,2,3,3,3,2,3,3,3,3
2276,1,1,1,1,1,1,1,1,1,1,1
2277,2,2,3,2,2,2,2,2,2,2,2
2278,2,2,2,2,2,1,2,1,2,2,2
2279,1,2,2,2,1,2,1,1,1,1,1
2280,2,1,1,1,1,1,2,1,1,1,1
2281,4,4,4,4,4,4,4,4,4,4,4
2282,4,4,4,4,4,4,4,4,4,4,4
2283,2,3,3,2,2,3,3,3,3,2,3
2284,2,2,2,2,2,2,2,2,2,2,2
2285,3,4,4,3,3,3,3,3,3,4,3
2286,2,1,1,3,2,2,2,2,2,2,2
2287,2,3,2,2,2,2,2,2,1,2,2
2288,3,4,3,3,3,3,3,3,3,4,3
2289,3,3,3,2,3,2,2,3,2,2,2
2290,2,1,1,2,2,2,2,1,2,2,1
2291,4,4,4,4,4,4,4,4,4,4,4
2292,2,2,2,2,2,2,2,2,2,2,2
2293,3,3,3,3,3,3,3,3,3,3,3
2294,4,4,4,4,4,4,4,4,4,4,4
2295,4,4,4,4,4,4,4,4,4,4,4
2296,2,2,2,3,2,1,2,2,2,2,2
2297,1,2,2,1,1,1,2,1,1,1,1
2298,2,1,1,3,3,2,2,2,3,2,2
2299,1,1,1,1,1,1,1,1,1,1,1
2300,1,1,2,1,2,2,1,2,2,1,2
2301,3,2,2,4,3,4,3,3,3,4,3
2302,4,3,3,4,4,4,4,3,4,4,4
2303,1,1,1,1,1,1,1,1,1,1,1
2304,3,3,3,3,3,3,3,3,4,3,3
2305,3,4,3,4,3,3,3,3,3,3,3
2306,4,4,4,4,4,4,4,4,4,4,4
2307,4,4,4,4,4,4,4,4,4,4,4
2308,3,2,2,3,3,3,3,3,3,3,3
2309,4,3,4,4,4,4,4,4,4,4,4
2310,2,3,2,1,1,1,1,1,1,1,2
2311,1,3,2,1,1,1,1,1,1,1,1
2312,2,2,3,2,2,2,3,2,3,2,2
2313,1,1,1,1,1,1,1,1,1,1,1
2314,4,3,4,4,4,4,4,4,4,4,4
2315,1,1,1,1,1,1,1,1,1,1,1
2316,4,4,4,4,4,4,4,4,4,4,4
2317,1,2,1,1,1,2,2,1,1,1,1
2318,3,3,4,3,3,3,3,3,3,3,3
2319,2,1,2,2,2,2,2,2,2,2,2
2320,2,2,2,2,2,1,2,2,2,2,2
2321,4,4,4,4,4,4,4,4,4,4,4
2322,3,2,2,3,3,3,2,3,2,2,3
2323,3,3,3,3,3,2,2,4,3,3,2
2324,4,4,4,4,4,3,4,4,4,4,4
2325,4,3,4,4,4,4,4,4,4,4,4
2326,3,3,3,3,3,3,3,3,3,3,4
2327,3,4,3,3,3,4,3,3,3,3,4
2328,1,1,1,1,1,1,1,1,1,1,1
2329,1,1,1,1,1,1,1,1,1,1,1
2330,3,3,3,3,4,2,3,3,3,3,3
2331,3,3,2,3,2,3,2,2,2,3,2
2332,2,2,2,3,3,3,3,3,3,3,3
2333,2,3,2,2,2,2,2,2,1,2,2
2334,4,3,4,3,4,4,4,4,4,3,4
2335,2,2,2,2,2,2,2,2,2,2,2
2336,3,4,3,4,3,4,3,3,3,4,4
2337,2,2,2,2,2,3,2,3,2,2,2
2338,3,4,4,3,2,4,3,3,3,3,3
2339,4,4,4,4,4,4,4,4,4,4,4
2340,3,3,3,3,3,3,3,3,3,3,3
2341,3,3,3,3,3,4,2,3,4,3,3
2342,2,2,2,3,2,2,2,2,2,2,2
2343,1,1,1,1,1,1,1,1,1,1,1
2344,2,3,2,2,2,1,2,1,1,2,2
2345,3,3,4,3,4,4,3,3,3,3,3
2346,2,2,2,3,3,2,2,2,2,2,3
2347,3,3,3,4,3,3,3,3,3,3,4
2348,4,4,4,4,4,4,4,4,4,4,4
2349,2,2,3,2,2,2,2,2,2,2,2
2350,1,1,1,1,1,1,1,1,1,1,1
2351,2,2,1,1,2,1,2,1,2,1,2
2352,4,4,4,4,4,4,4,4,4,4,4
2353,3,3,3,3,3,3,4,3,3,3,3
2354,2,2,2,2,2,3,2,2,2,2,2
2355,4,3,4,4,4,4,3,4,4,4,4
2356,2,1,1,1,2,1,2,2,1,2,1
2357,3,2,3,2,2,3,3,2,2,2,3
2358,2,2,3,1,1,2,1,1,2,1,1
2359,2,3,3,2,3,2,3,2,3,3,2
2360,3,3,3,3,3,2,3,3,3,3,3
2361,3,3,3,3,3,3,3,3,3,4,3
2362,2,2,2,2,2,1,2,2,1,2,2
2363,4,3,4,4,4,4,4,4,3,4,4
2364,3,4,3,4,4,3,4,3,4,4,4
2365,4,4,4,4,4,4,4,4,4,4,4
2366,4,4,4,4,4,4,3,4,4,3,4
2367,1,1,1,1,1,1,1,1,1,1,1
2368,3,4,2,3,2,3,2,3,3,3,3
2369,3,3,3,3,3,3,3,3,4,3,3
2370,1,2,1,1,1,2,1,1,1,1,2
2371,1,2,1,1,1,1,1,1,1,1,1
2372,2,2,2,3,2,3,2,2,3,3,2
2373,3,3,4,3,3,3,3,3,3,3,3
2374,3,4,3,3,2,3,3,3,3,2,3
2375,1,1,1,1,1,1,1,1,1,1,1
2376,1,1,1,1,1,1,1,1,1,1,1
2377,2,2,2,2,2,2,3,2,1,2,2
2378,3,3,3,3,3,3,2,3,3,3,2
2379,1,1,1,1,1,1,1,1,1,2,1
2380,4,4,4,4,4,4,4,4,4,4,4
2381,2,2,2,2,2,1,2,1,2,2,1
2382,1,1,1,1,1,1,1,1,1,1,1
2383,4,3,4,4,4,4,4,4,4,4,4
2384,3,4,4,3,3,3,2,3,3,4,4
2385,2,3,2,2,2,2,2,2,2,2,2
2386,2,2,1,3,3,3,2,2,2,2,2
2387,3,2,3,2,3,3,3,3,3,3,3
2388,2,2,2,2,2,2,2,2,3,2,2
2389,1,2,1,2,2,2,2,1,2,2,2
2390,1,1,2,1,1,1,2,1,1,2,1
2391,4,3,3,4,4,4,4,4,3,4,4
2392,4,4,4,4,4,4,4,4,4,4,4
2393,2,3,2,2,2,3,3,3,3,2,3
2394,1,1,1,1,1,1,1,1,1,1,1
2395,2,3,3,3,3,3,2,3,2,2,3
2396,4,4,4,4,4,4,4,4,4,4,4
2397,3,3,3,3,3,3,3,4,3,4,3
2398,4,2,4,4,4,4,4,4,4,4,4
2399,4,4,4,4,4,4,4,4,4,4,4
2400,2,2,1,2,2,2,2,2,2,2,2
2401,3,3,3,3,3,3,3,3,3,3,3
2402,1,1,1,1,1,1,1,1,1,1,1
2403,4,3,4,4,4,4,4,4,4,4,4
2404,3,2,3,4,3,3,3,3,4,3,3
2405,3,3,3,3,2,3,2,3,3,3,3
2406,4,4,4,4,4,4,4,4,4,3,4
2407,2,3,2,2,2,2,1,2,1,1,2
2408,4,4,4,4,4,3,4,4,4,4,4
2409,1,1,1,1,1,1,1,1,1,1,1
2410,2,1,2,2,3,2,2,3,2,2,2
2411,2,1,1,3,2,2,2,2,2,3,2
2412,3,2,3,3,3,3,3,4,3,4,3
2413,3,4,4,3,3,3,3,3,3,3,3
2414,1,1,1,1,1,1,1,1,1,1,1
2415,2,2,2,2,2,2,2,2,2,2,2
2416,4,4,4,4,4,4,4,4,4,4,4
2417,3,3,3,3,3,3,3,3,3,4,4
2418,2,3,2,2,2,2,2,3,2,3,2
2419,1,1,1,1,1,1,1,1,1,1,1
2420,2,1,2,2,2,2,2,2,3,2,2
2421,4,4,4,4,4,4,4,4,4,4,4
2422,2,2,2,2,2,2,2,2,2,2,2
2423,2,3,2,2,2,2,2,2,3,3,2
2424,4,3,3,4,3,4,2,3,3,3,4
2425,4,4,4,4,4,4,4,4,4,4,4
2426,3,2,3,3,3,2,3,3,4,3,3
2427,4,4,4,4,4,4,4,4,4,4,4
2428,4,4,3,4,4,4,3,3,4,4,3
2429,4,4,4,4,3,4,4,4,4,4,4
2430,1,1,1,1,1,1,2,1,1,1,1
2431,1,1,1,1,1,1,1,1,1,1,1
2432,4,4,4,4,4,4,4,4,4,4,4
2433,3,3,2,4,3,4,3,3,3,4,3
2434,2,2,2,2,1,2,1,2,2,2,2
2435,2,2,2,2,1,1,2,1,1,2,1
2436,1,1,1,1,1,2,1,1,1,1,1
2437,1,1,1,1,1,1,1,1,1,1,1
2438,2,1,2,1,1,2,2,2,1,2,2
2439,2,1,2,1,2,2,2,2,2,2,2
2440,1,1,2,1,1,2,1,1,1,1,2
2441,3,3,3,3,3,3,3,3,3,3,3
2442,2,2,2,2,2,2,2,2,2,2,2
2443,3,1,1,3,2,3,2,2,2,3,3
2444,4,4,4,4,3,4,4,3,4,3,4
2445,3,3,3,3,3,4,3,4,3,4,4
2446,3,4,4,3,4,4,4,4,4,4,4
2447,2,2,1,1,1,1,2,1,1,1,1
2448,1,1,1,1,1,1,1,1,1,1,1
2449,2,2,2,2,2,2,2,2,2,3,2
2450,4,4,4,4,4,4,4,4,4,4,4
2451,3,4,4,3,3,3,4,3,3,3,3
2452,3,2,3,3,3,3,3,3,3,3,3
2453,2,2,1,2,2,2,2,2,2,2,2
2454,4,4,4,4,4,4,4,4,4,4,4
2455,2,2,2,2,2,2,2,2,2,2,2
2456,2,3,2,2,2,2,2,2,2,2,2
2457,1,1,1,1,1,1,1,1,1,1,1
2458,4,4,4,4,4,4,4,4,4,4,4
2459,4,3,3,3,3,4,3,4,4,3,4
2460,3,4,3,2,2,2,3,2,2,2,2
2461,4,4,4,4,4,4,4,4,4,4,4
2462,4,4,4,3,4,4,4,4,4,4,4
2463,4,3,3,4,4,3,4,3,3,4,4
2464,2,2,2,2,2,2,2,2,2,2,2
2465,4,3,4,4,4,4,4,4,4,4,4
2466,1,1,1,1,1,1,1,2,1,1,1
2467,1,1,2,1,2,1,1,1,1,1,1
2468,2,2,3,2,2,3,3,2,2,3,3
2469,2,2,2,2,2,2,2,2,2,2,2
2470,3,2,2,3,3,3,3,3,3,3,3
2471,2,2,2,2,2,2,2,2,2,2,2
2472,2,2,2,2,2,2,2,2,2,2,2
2473,2,2,2,1,2,1,2,2,2,2,2
2474,2,1,2,2,2,2,1,2,2,2,2
2475,1,1,1,1,1,1,1,1,1,1,1
2476,1,1,1,1,1,1,1,1,1,1,1
2477,3,3,3,3,3,3,3,3,3,2,3
2478,1,1,1,1,1,1,1,1,1,1,1
2479,1,1,1,1,1,1,1,1,1,1,1
2480,2,2,2,2,2,2,2,2,2,2,1
2481,4,4,4,4,4,4,4,4,4,4,4
2482,3,3,2,2,2,3,4,3,3,3,3
2483,4,4,4,4,4,4,4,4,4,4,4
2484,2,3,2,2,3,3,2,2,2,2,2
2485,1,1,1,1,1,1,1,1,1,1,1
2486,2,2,3,2,2,3,2,2,2,2,2
2487,1,1,1,1,1,1,1,1,1,1,1
2488,1,1,1,1,1,1,1,1,1,1,1
2489,3,3,3,3,3,2,2,3,3,3,2
2490,3,3,4,4,4,3,3,3,3,3,3
2491,2,2,1,2,2,2,2,2,2,2,2
2492,2,2,2,2,2,3,2,2,2,2,3
2493,4,4,4,4,4,4,4,4,4,4,4
2494,1,1,1,1,1,1,1,1,1,1,1
2495,2,1,2,2,1,1,2,1,2,2,2
2496,1,1,1,1,1,2,1,1,2,1,2
2497,3,2,3,3,3,3,3,2,3,3,3
2498,2,2,4,3,2,2,3,2,2,2,3
2499,3,3,4,3,3,3,3,3,3,3,3
2500,2,1,2,1,1,2,1,2,2,1,1
2501,1,1,1,1,1,1,1,1,1,1,1
2502,3,4,3,3,3,3,3,3,3,4,3
2503,1,2,1,1,1,2,1,1,1,1,1
2504,4,4,4,4,4,3,4,4,3,4,4
2505,4,4,4,4,4,4,4,4,4,4,4
2506,2,2,2,2,2,2,2,2,3,2,2
2507,1,1,1,1,2,1,2,2,2,2,1
2508,1,1,1,1,1,1,1,1,1,1,1
2509,2,2,2,2,2,2,2,2,1,2,2
2510,2,3,2,2,2,2,2,3,2,2,2
2511,3,3,3,3,3,3,3,2,3,3,3
2512,4,4,4,4,4,3,4,4,4,4,4
2513,4,4,4,4,4,4,4,4,4,4,4
2514,2,2,1,1,2,1,1,1,2,2,1
2515,2,2,2,2,2,2,2,2,2,2,2
2516,1,2,2,1,1,2,1,1,1,2,1
2517,1,1,1,1,1,1,1,1,1,1,1
2518,3,3,2,2,2,2,2,2,2,2,3
2519,4,4,4,4,4,4,4,4,4,4,4
2520,2,2,2,2,3,2,3,3,3,3,2
2521,4,4,4,4,4,4,3,4,4,3,4
2522,4,4,4,4,4,4,4,4,4,4,4
2523,3,3,2,3,3,3,3,3,3,3,2
2524,2,3,3,3,2,2,2,2,3,2,2
2525,3,3,3,3,3,3,3,3,3,3,3
2526,3,3,3,3,3,3,3,2,3,3,2
2527,1,1,1,1,1,1,1,1,1,1,1
2528,1,1,1,2,1,2,1,2,2,1,1
2529,4,4,4,4,4,4,4,3,4,4,4
2530,4,4,3,4,4,4,4,4,4,4,4
2531,4,4,4,4,3,4,3,4,3,4,4
2532,1,1,2,1,1,1,1,1,1,1,1
2533,4,4,4,4,4,4,4,4,4,4,4
2534,2,3,2,2,2,2,2,2,2,1,2
2535,3,3,3,4,3,3,3,3,3,3,4
2536,2,1,1,2,2,2,2,2,2,1,2
2537,4,3,4,4,4,4,4,4,4,4,4
2538,3,3,2,3,3,2,2,3,3,2,3
2539,1,1,1,1,1,1,1,1,1,1,1
2540,2,1,1,2,2,1,1,2,1,2,1
2541,3,3,4,4,4,3,3,3,3,3,3
2542,3,3,2,3,3,2,3,3,3,3,3
2543,2,2,2,2,2,2,2,2,2,2,2
2544,2,3,2,2,2,2,2,2,2,2,2
2545,1,1,1,1,1,1,1,1,1,1,1
2546,3,2,4,3,3,3,4,4,3,3,3
2547,1,1,1,1,1,1,1,1,1,1,2
2548,4,4,4,4,4,4,4,4,4,4,4
2549,3,2,2,3,3,3,2,3,2,3,3
2550,1,1,1,1,1,1,1,1,1,1,1
2551,4,3,4,4,4,4,4,4,4,4,4
2552,1,2,2,1,1,2,2,1,2,2,2
2553,2,2,2,2,2,3,3,2,3,2,2
2554,3,3,4,3,4,3,3,4,4,4,4
2555,4,4,4,4,4,4,4,4,4,4,4
2556,4,4,4,4,4,4,4,4,4,4,4
2557,4,3,4,4,4,4,4,4,4,4,4
2558,1,1,2,1,1,1,1,1,1,1,1
2559,4,4,4,4,4,4,4,4,4,4,4
2560,4,4,4,4,4,4,3,4,4,4,4
2561,1,2,1,1,1,1,1,1,1,1,1
2562,1,1,1,1,1,1,1,1,1,1,1
2563,2,1,2,2,3,2,2,3,2,3,2
2564,2,2,2,2,2,2,2,2,1,2,2
2565,3,3,4,3,4,4,3,3,4,4,3
2566,3,3,3,3,4,3,4,4,4,4,3
2567,1,1,1,1,1,1,1,1,1,1,1
2568,4,4,4,4,3,3,4,3,3,4,3
2569,1,2,1,2,2,2,1,1,2,2,2
2570,2,2,2,2,2,3,2,2,2,2,2
2571,3,4,3,3,3,4,3,3,3,4,3
2572,2,2,2,3,2,2,2,2,2,2,2
2573,4,4,4,4,4,4,4,4,4,4,4
2574,4,4,4,4,4,4,4,4,4,4,4
2575,3,3,4,2,3,2,3,3,2,3,2
2576,2,2,1,1,2,2,2,2,1,1,2
2577,1,1,1,1,1,1,1,1,1,1,1
2578,4,4,4,4,4,4,4,4,4,4,4
2579,1,1,1,1,1,1,1,1,1,1,1
2580,1,1,1,1,1,1,1,1,1,1,1
2581,4,4,4,4,4,4,4,4,4,4,4
2582,3,4,3,4,3,4,4,4,4,4,3
2583,3,4,4,3,3,3,4,3,3,3,3
2584,2,1,2,2,2,2,2,3,2,3,2
2585,3,4,4,3,3,3,3,4,3,3,3
2586,3,3,3,3,3,2,2,2,2,3,2
2587,2,2,2,2,2,1,2,2,2,2,2
2588,3,3,2,3,2,3,2,2,3,2,3
2589,2,2,2,3,2,2,2,2,2,2,2
2590,3,2,2,3,3,3,3,2,3,2,2
2591,2,3,2,2,2,2,2,2,2,2,2
2592,4,4,4,4,4,4,4,4,4,4,4
2593,2,2,1,2,2,2,1,1,1,1,2
2594,4,2,3,3,4,4,4,4,4,4,4
2595,3,3,3,3,3,3,3,4,3,4,3
2596,4,4,2,3,4,4,3,4,3,3,3
2597,2,2,2,2,3,2,2,2,2,2,2
2598,3,2,3,3,3,2,2,3,3,2,2
2599,1,1,1,1,1,1,1,1,1,1,1
2600,4,4,4,4,4,4,3,4,4,4,4
2601,4,3,4,4,4,4,3,4,4,4,3
2602,4,2,3,4,4,4,4,4,4,4,4
2603,2,1,2,2,2,2,2,2,2,2,2
2604,2,3,3,2,2,1,2,2,2,2,2
2605,1,1,1,1,1,1,1,1,1,1,1
2606,3,4,3,2,3,2,3,3,3,3,3
2607,4,4,4,4,4,4,4,4,4,4,4
2608,3,3,3,3,3,3,3,3,3,3,4
2609,3,4,3,2,2,3,3,2,2,2,2
2610,1,2,2,2,2,2,2,2,1,2,1
2611,2,2,2,2,3,2,2,2,2,2,2
2612,3,2,3,3,3,3,3,3,3,3,3
2613,1,1,1,1,1,1,1,1,1,1,1
2614,4,4,4,4,4,4,4,4,4,4,4
2615,3,4,3,2,3,3,3,3,3,3,3
2616,4,4,4,4,4,4,4,4,4,4,4
2617,4,3,4,4,4,4,4,4,4,4,4
2618,2,1,1,2,2,2,2,2,2,2,2
2619,3,3,3,3,3,3,3,3,3,3,2
2620,1,1,1,1,1,2,1,1,2,2,1
2621,3,3,3,3,3,3,3,3,2,3,3
2622,1,2,1,2,1,1,1,1,1,1,2
2623,3,1,3,3,3,3,3,4,4,4,3
2624,1,1,1,1,1,1,1,1,1,1,1
2625,4,4,4,4,4,3,4,4,4,3,4
2626,2,3,2,1,2,2,2,2,2,2,2
2627,4,2,3,4,3,4,4,4,3,3,4
2628,1,1,1,1,1,1,1,1,1,1,1
2629,4,3,3,4,4,4,4,3,4,4,4
2630,4,2,3,4,4,4,3,4,4,4,4
2631,3,3,3,2,2,3,3,2,3,3,3
2632,2,2,2,2,2,2,3,3,2,2,2
2633,4,4,4,4,4,4,4,4,4,4,4
2634,1,1,1,2,1,1,1,1,2,1,1
2635,1,1,1,1,1,1,1,1,1,1,1
2636,1,1,1,1,1,1,1,1,1,1,2
2637,4,4,4,4,4,4,4,4,4,4,4
2638,2,3,3,3,2,2,2,3,2,3,2
2639,2,1,1,2,2,2,1,2,2,2,2
2640,1,1,1,1,2,1,2,1,2,1,1
2641,3,4,3,3,2,3,3,3,3,3,3
2642,3,3,3,3,4,4,3,4,4,4,4
2643,3,3,4,4,3,3,3,4,3,4,3
2644,2,2,1,1,2,2,1,1,1,1,1
2645,2,3,2,2,2,2,3,2,2,2,2
2646,1,1,1,1,1,1,1,1,1,1,1
2647,2,3,2,3,2,3,2,2,3,3,3
2648,3,3,3,3,3,3,3,3,3,3,3
2649,3,4,4,3,3,3,4,3,4,3,3
2650,3,4,4,3,3,3,4,3,4,4,3
2651,3,3,3,3,3,3,3,3,2,3,3
2652,3,4,3,3,3,3,3,3,3,3,3
2653,3,1,2,3,2,3,2,3,3,2,3
2654,2,2,2,2,1,2,2,2,2,2,1
2655,3,4,3,3,3,2,2,3,3,3,2
2656,1,1,1,1,1,1,1,1,1,1,1
2657,1,1,1,1,1,1,1,1,1,1,1
2658,2,3,3,2,2,1,3,2,2,2,2
2659,4,4,4,4,4,4,4,4,3,4,4
2660,1,2,2,2,1,2,2,2,1,2,1
2661,4,4,4,4,4,4,4,4,4,4,4
2662,4,4,4,4,4,4,4,4,4,4,4
2663,3,3,3,3,3,3,3,3,3,3,3
2664,4,4,4,4,4,4,4,4,4,4,4
2665,2,3,2,2,1,2,2,2,2,2,1
2666,3,2,3,3,3,3,3,2,3,3,3
2667,3,3,3,3,3,3,3,3,3,2,3
2668,2,2,2,2,3,2,2,2,2,2,2
2669,4,4,4,4,4,4,4,4,4,4,4
2670,3,4,2,2,2,3,3,3,2,2,2
2671,2,2,2,2,2,3,2,2,2,2,2
2672,3,3,3,3,3,3,3,3,4,3,3
2673,4,2,3,3,4,4,4,3,4,4,4
2674,3,2,3,3,3,3,2,2,3,3,3
2675,4,4,4,4,4,4,4,4,4,4,4
2676,3,3,3,3,3,2,2,3,3,3,2
2677,2,2,2,2,3,2,2,2,2,3,2
2678,4,4,4,4,4,4,4,4,4,4,4
2679,2,2,2,2,3,2,2,3,2,2,2
2680,1,1,1,1,1,1,1,1,1,1,1
2681,2,2,2,2,2,2,2,2,2,2,2
2682,4,3,4,4,4,4,4,4,4,4,4
2683,4,4,4,4,4,3,4,4,4,4,4
2684,4,4,4,4,4,4,4,4,4,4,4
2685,3,3,3,3,3,3,3,3,3,3,3
2686,1,1,1,1,1,1,1,1,1,1,1
2687,1,2,1,1,1,1,1,1,1,1,1
2688,3,2,3,3,3,3,3,3,3,3,3
2689,2,3,3,2,2,2,2,2,2,2,2
2690,3,2,3,3,3,3,3,2,3,2,3
2691,1,1,1,1,1,1,1,1,1,1,2
2692,1,1,1,1,1,1,1,1,1,1,1
2693,3,2,3,2,3,3,2,3,3,3,2
2694,4,4,3,4,4,4,4,3,4,4,4
2695,1,1,1,1,1,1,1,1,1,1,1
2696,4,4,4,4,4,4,4,4,4,4,4
2697,2,2,2,2,2,2,2,2,2,1,2
2698,2,2,2,2,2,2,2,2,2,2,2
2699,1,1,1,1,1,1,1,1,1,1,1
2700,1,1,1,1,1,1,1,1,1,1,1
2701,4,4,4,4,4,4,4,4,4,4,4
2702,4,3,4,4,3,4,3,4,4,4,4
2703,3,1,4,3,3,3,3,3,3,3,3
2704,1,1,1,1,1,1,1,1,1,1,1
2705,3,3,3,3,3,3,3,2,3,3,3
2706,3,3,4,2,3,3,3,3,3,3,3
2707,1,1,1,1,1,1,1,1,1,1,1
2708,1,1,1,1,1,1,1,1,1,1,1
2709,2,2,2,2,2,2,2,2,2,2,2
2710,2,3,3,2,2,2,3,2,2,3,2
2711,4,3,4,3,4,4,4,3,4,4,3
2712,4,4,4,4,4,4,4,4,4,4,4
2713,3,4,3,3,3,4,3,3,3,3,3
2714,3,4,4,3,3,4,3,4,4,4,4
2715,1,1,1,1,1,1,1,1,1,1,1
2716,2,3,2,2,2,2,2,2,2,2,2
2717,4,3,4,3,3,4,4,3,4,4,3
2718,4,4,4,4,4,4,4,4,4,4,4
2719,4,4,4,4,4,4,4,4,4,4,4
2720,3,4,4,3,4,3,4,4,3,4,3
2721,1,2,1,1,2,1,1,1,2,1,1
2722,4,4,4,4,4,4,4,4,4,4,4
2723,1,1,1,1,1,1,1,1,1,1,1
2724,3,2,2,3,3,3,3,3,3,3,3
2725,1,1,1,1,1,1,1,1,1,1,1
2726,2,2,1,2,2,2,2,2,2,2,2
2727,1,1,1,1,1,1,1,1,1,1,1
2728,1,1,1,1,1,1,1,1,1,1,1
2729,2,2,2,2,2,2,2,2,2,2,2
2730,4,3,4,4,4,4,4,4,4,4,4
2731,4,4,4,4,4,4,4,4,4,4,4
2732,2,2,3,2,2,2,2,2,2,3,2
2733,2,2,1,2,2,2,2,2,2,2,2
2734,1,1,1,1,1,1,1,1,1,1,1
2735,1,1,1,1,1,1,1,1,1,1,1
2736,2,1,1,1,1,2,2,1,2,1,2
2737,3,3,3,3,4,3,3,3,4,4,4
2738,3,4,3,3,2,3,3,3,2,2,3
2739,1,2,1,1,1,1,1,1,1,2,1
2740,2,3,2,2,2,2,2,2,2,2,2
2741,3,2,3,4,4,3,4,3,3,3,3
2742,3,2,3,3,3,3,3,3,3,3,3
2743,1,1,1,1,1,1,1,1,1,1,1
2744,3,2,3,3,3,3,3,3,3,3,3
2745,4,4,3,4,4,4,4,4,4,4,3
2746,3,3,4,3,3,3,3,2,3,3,3
2747,3,3,3,3,3,4,4,3,4,3,3
2748,2,3,3,2,2,2,3,2,2,2,3
2749,4,3,4,3,4,4,3,4,4,3,4
2750,1,1,1,1,1,1,1,1,1,1,1
2751,3,3,2,3,3,3,2,2,2,2,3
2752,4,3,4,3,3,3,3,4,3,3,4
2753,2,3,2,2,2,2,3,2,2,2,2
2754,3,3,3,3,2,3,3,2,3,2,3
2755,2,1,2,1,2,2,1,2,1,2,1
2756,3,4,4,4,3,3,3,3,4,4,3
2757,2,3,2,2,2,2,2,2,2,2,1
2758,4,4,4,4,4,4,4,4,4,4,4
2759,4,4,3,4,3,3,4,3,3,4,3
2760,1,1,1,1,1,1,1,1,1,1,1
2761,3,4,3,3,3,2,3,3,2,3,3
2762,1,1,1,1,1,1,1,1,1,1,1
2763,1,1,1,1,1,1,1,1,1,1,1
2764,2,2,2,2,2,3,2,2,2,2,2
2765,1,1,1,1,1,1,1,1,1,1,1
2766,1,1,1,1,1,1,1,1,1,1,1
2767,3,3,3,4,4,4,3,4,4,4,4
2768,4,4,4,4,4,4,4,4,4,4,4
2769,1,2,1,2,2,2,2,2,2,2,2
2770,4,4,4,4,4,4,4,4,4,4,4
2771,1,1,2,2,1,1,1,1,1,1,1
2772,4,4,4,4,4,4,4,4,4,4,4
2773,3,3,3,3,3,3,3,3,3,4,3
2774,4,4,3,3,3,4,3,3,3,4,3
2775,3,4,3,3,3,3,3,3,3,3,3
2776,4,4,4,4,4,4,4,4,4,4,4
2777,2,2,2,2,2,2,2,2,2,2,2
2778,1,1,1,1,1,1,1,1,1,1,1
2779,4,4,4,4,4,4,4,4,4,4,4
2780,4,3,4,3,4,4,4,4,4,4,4
2781,1,1,1,2,1,1,1,1,2,1,1
2782,2,3,2,2,2,2,3,2,2,2,2
2783,4,4,4,4,4,4,4,4,4,4,4
2784,4,4,4,4,4,4,4,4,4,4,4
2785,2,3,2,2,2,2,2,2,1,2,1
2786,2,2,3,2,2,2,3,2,2,2,2
2787,2,2,2,2,2,2,2,2,2,2,1
2788,2,1,2,2,2,2,2,1,2,2,2
2789,4,3,4,4,4,3,4,4,4,4,3
2790,3,2,2,3,3,3,3,3,3,3,3
2791,2,2,3,2,2,2,3,2,2,2,2
2792,2,2,2,3,2,3,2,2,2,2,2
2793,1,1,1,1,1,2,1,1,2,1,2
2794,1,1,1,1,1,1,1,1,1,1,1
